region	phenotype	count	best_rcp
region_chr9_119498019_122109043	Astle_et_al_2016_Platelet_count	98	0.707
region_chr9_130347830_131252501	GIANT_HEIGHT	2	0.799
region_chr9_132423455_134176000	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.737
region_chr9_32019370_33578336	Astle_et_al_2016_Reticulocyte_count	24	0.786
region_chr9_82825886_84323281	UKB_50_Standing_height	3	0.59
region_chr10_26599755_29034307	Astle_et_al_2016_Granulocyte_count	6	0.576
region_chr10_70461094_71748755	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.569
region_chr11_1192365_3644251	BCAC_Overall_BreastCancer_EUR	25	0.867
region_chr11_124625632_126441425	pgc.scz2	2	0.744
region_chr11_62456299_64037097	UKB_23099_Body_fat_percentage	1	0.52
region_chr11_7415470_8311727	GIANT_HEIGHT	1	0.518
region_chr11_74701306_77086163	UKB_50_Standing_height	4	0.632
region_chr12_109898914_112825713	Astle_et_al_2016_Granulocyte_count	4	0.691
region_chr13_112918174_114344378	Astle_et_al_2016_Platelet_count	8	0.938
region_chr14_104535386_105874495	Astle_et_al_2016_Reticulocyte_count	141	0.635
region_chr15_38238576_40091931	Astle_et_al_2016_Reticulocyte_count	90	0.919
region_chr15_78223711_80568637	Astle_et_al_2016_Sum_eosinophil_basophil_counts	16	0.828
region_chr16_80263477_81738931	UKB_21001_Body_mass_index_BMI	5	0.751
region_chr16_88974757_90226404	UKB_20002_1111_self_reported_asthma	4	0.614
region_chr17_76379479_78267332	Astle_et_al_2016_White_blood_cell_count	1	0.898
region_chr18_23069508_25416687	Astle_et_al_2016_Myeloid_white_cell_count	50	0.758
region_chr19_37036131_39679979	Astle_et_al_2016_Platelet_count	1	0.528
region_chr19_6684874_8282629	GLGC_Mc_HDL	1	0.657
region_chr1_153208353_154797927	UKB_20002_1065_self_reported_hypertension	5	0.967
region_chr1_154797927_156366342	IBD.EUR.Inflammatory_Bowel_Disease	20	0.584
region_chr1_39734895_41509656	GIANT_HEIGHT	4	0.777
region_chr1_44503511_46433829	Astle_et_al_2016_High_light_scatter_reticulocyte_count	99	0.692
region_chr1_7187275_9305140	Astle_et_al_2016_Platelet_count	1	0.587
region_chr1_7187275_9305140	UKB_23099_Body_fat_percentage	12	0.749
region_chr21_41901419_43086158	RA_OKADA_TRANS_ETHNIC	5	1
region_chr22_42294812_43318194	Astle_et_al_2016_Sum_eosinophil_basophil_counts	15	0.844
region_chr2_160913222_162647041	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.726
region_chr2_160913222_162647041	UKB_20016_Fluid_intelligence_score	1	0.564
region_chr2_232685293_234242343	Astle_et_al_2016_Platelet_count	2	0.577
region_chr2_241210506_242147200	UKB_6152_8_diagnosed_by_doctor_Asthma	6	0.756
region_chr2_35896940_37905569	UKB_20002_1065_self_reported_hypertension	1	0.604
region_chr2_8282017_10158342	UKB_20002_1111_self_reported_asthma	2	0.734
region_chr3_107263964_109803548	Astle_et_al_2016_Reticulocyte_count	2	0.551
region_chr3_113096852_114229016	Astle_et_al_2016_Platelet_count	25	0.767
region_chr3_49279539_51797999	UKB_6152_8_diagnosed_by_doctor_Asthma	3	0.802
region_chr5_149283061_151181737	Astle_et_al_2016_Lymphocyte_counts	1	0.651
region_chr5_35048865_36433852	UKB_6152_8_diagnosed_by_doctor_Asthma	9	0.608
region_chr5_76503041_78327508	Astle_et_al_2016_Red_blood_cell_count	1	0.829
region_chr6_157797687_160159465	Astle_et_al_2016_Granulocyte_count	1	0.795
region_chr7_55623891_57314931	Astle_et_al_2016_Lymphocyte_counts	29	0.907
region_chr7_5814895_6534226	Astle_et_al_2016_Reticulocyte_count	36	0.804
region_chr7_6534226_7769121	Astle_et_al_2016_Neutrophil_count	2	0.753
region_chr8_118673218_120189461	Astle_et_al_2016_Sum_eosinophil_basophil_counts	7	0.774
region_chr8_40845818_41863936	EGG_BW3_EUR	15	0.892
region_chr9_34642246_36743286	Astle_et_al_2016_Platelet_count	1	0.782
region_chr10_13279600_14984069	Astle_et_al_2016_Granulocyte_count	20	0.888
region_chr10_71748755_73662792	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	16	0.994
region_chr11_117876395_119344766	Astle_et_al_2016_Lymphocyte_counts	5	0.671
region_chr11_46984586_49844498	GIANT_HIP_Combined_EUR	84	0.944
region_chr11_70855_1192365	Astle_et_al_2016_Eosinophil_counts	10	0.996
region_chr12_54385039_55272053	UKB_6152_8_diagnosed_by_doctor_Asthma	4	0.611
region_chr12_55272053_57155077	RA_OKADA_TRANS_ETHNIC	76	0.953
region_chr13_31727678_33202766	UKB_50_Standing_height	2	0.554
region_chr14_101067970_102545765	Astle_et_al_2016_Platelet_count	2	0.741
region_chr14_35390387_38198520	Astle_et_al_2016_White_blood_cell_count	11	0.821
region_chr15_51385363_52776899	UKB_23099_Body_fat_percentage	11	0.689
region_chr15_89932319_91621162	CARDIoGRAM_C4D_CAD_ADDITIVE	109	0.86
region_chr16_27434434_29025292	GIANT_HIP_Combined_EUR	4	0.623
region_chr16_3951195_5068344	GIANT_2015_BMI_EUR	3	0.911
region_chr17_2025437_3799018	UKB_20002_1065_self_reported_hypertension	1	0.694
region_chr17_38653091_40721152	UKB_6152_8_diagnosed_by_doctor_Asthma	102	0.832
region_chr17_5838014_7414079	Astle_et_al_2016_Sum_basophil_neutrophil_counts	7	0.874
region_chr18_57546606_58862988	Astle_et_al_2016_Eosinophil_counts	10	0.816
region_chr19_4348970_5811841	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.605
region_chr19_45599439_46646825	GIANT_2017_BMI_Active_EUR	2	0.788
region_chr1_37083582_38266175	UKB_50_Standing_height	6	0.788
region_chr2_10133_1777250	UKB_50_Standing_height	16	0.726
region_chr2_200711561_201953914	Astle_et_al_2016_Lymphocyte_counts	14	0.727
region_chr2_241210506_242147200	UKB_50_Standing_height	1	0.527
region_chr2_26672117_28375910	Astle_et_al_2016_Myeloid_white_cell_count	6	0.866
region_chr2_8282017_10158342	UKB_20022_Birth_weight	2	0.738
region_chr2_84913556_87738988	Astle_et_al_2016_Sum_eosinophil_basophil_counts	22	0.735
region_chr2_94660727_98378738	EGG_BW3_EUR	2	0.791
region_chr3_181793378_184051895	Astle_et_al_2016_Platelet_count	3	0.832
region_chr4_123365326_124289707	UKB_50_Standing_height	2	0.603
region_chr4_700926_1476986	Astle_et_al_2016_Myeloid_white_cell_count	9	0.676
region_chr5_132803957_135441711	Astle_et_al_2016_Platelet_count	6	0.686
region_chr6_29770194_30830391	UKB_20002_1222_self_reported_type_1_diabetes	1	0.971
region_chr7_2732593_4533797	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.772
region_chr7_46947122_49172682	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.905
region_chr7_46947122_49172682	Astle_et_al_2016_White_blood_cell_count	5	0.754
region_chr7_64180747_66224822	UKB_50_Standing_height	1	0.527
region_chr8_11421489_13634266	Astle_et_al_2016_White_blood_cell_count	1	0.595
region_chr8_25625938_26825008	pgc.scz2	2	0.678
region_chr9_110015744_112068802	Astle_et_al_2016_Granulocyte_count	1	0.852
region_chr9_110015744_112068802	Astle_et_al_2016_Neutrophil_count	2	0.859
region_chr9_132423455_134176000	Astle_et_al_2016_Red_blood_cell_count	19	0.985
region_chr10_101189482_102620653	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.558
region_chr10_130781981_132522825	UKB_21001_Body_mass_index_BMI	1	0.515
region_chr10_44234627_46978910	Astle_et_al_2016_Neutrophil_count	6	0.892
region_chr11_70855_1192365	UKB_50_Standing_height	4	0.86
region_chr12_108632125_109898914	Astle_et_al_2016_Platelet_count	1	0.774
region_chr12_109898914_112825713	Astle_et_al_2016_Reticulocyte_count	4	0.805
region_chr12_25218149_27646840	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.603
region_chr12_89288345_91672378	CARDIoGRAM_C4D_CAD_ADDITIVE	2	0.729
region_chr15_51385363_52776899	GIANT_2015_BMI_EUR	2	0.618
region_chr16_2714828_3951195	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	0.976
region_chr17_43694719_44979537	GIANT_HEIGHT	1	0.57
region_chr17_4792966_5838014	Astle_et_al_2016_Eosinophil_counts	2	0.513
region_chr17_4792966_5838014	Astle_et_al_2016_Platelet_count	1	0.504
region_chr17_5838014_7414079	UKB_20022_Birth_weight	10	0.73
region_chr17_7414079_8403107	Astle_et_al_2016_Eosinophil_counts	1	0.555
region_chr19_11173352_13360313	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.505
region_chr19_2098397_3019662	UKB_21001_Body_mass_index_BMI	1	0.693
region_chr19_43358303_44239955	UKB_50_Standing_height	16	0.59
region_chr19_44239955_45599439	Astle_et_al_2016_Monocyte_count	1	0.545
region_chr19_45599439_46646825	GIANT_HIP_Combined_EUR	4	0.828
region_chr19_48778970_51029311	Astle_et_al_2016_Red_blood_cell_count	11	0.589
region_chr19_51029311_52482037	Astle_et_al_2016_Sum_eosinophil_basophil_counts	36	0.782
region_chr19_54099074_55216712	Astle_et_al_2016_Platelet_count	3	0.705
region_chr19_610729_2098397	Astle_et_al_2016_Eosinophil_counts	5	0.928
region_chr19_6684874_8282629	Astle_et_al_2016_Myeloid_white_cell_count	3	0.625
region_chr1_37083582_38266175	Astle_et_al_2016_Red_blood_cell_count	3	0.766
region_chr1_58399727_59424737	UKB_20016_Fluid_intelligence_score	1	0.566
region_chr20_716956_2488855	Astle_et_al_2016_Monocyte_count	2	0.547
region_chr22_37174229_38911889	GLGC_Mc_TG	1	0.617
region_chr2_113164279_116014894	UKB_1200_Sleeplessness_or_insomnia	11	0.794
region_chr2_158720570_160913222	Astle_et_al_2016_Platelet_count	1	0.872
region_chr2_200711561_201953914	Astle_et_al_2016_Platelet_count	4	0.582
region_chr2_26672117_28375910	MAGIC_FastingGlucose	1	0.869
region_chr4_1476986_2841252	GIANT_HEIGHT	2	0.78
region_chr4_173342981_175649565	UKB_21001_Body_mass_index_BMI	1	0.822
region_chr4_38905401_40200989	Astle_et_al_2016_Monocyte_count	16	0.785
region_chr5_68555033_71944629	Astle_et_al_2016_White_blood_cell_count	114	0.698
region_chr6_129539886_130614309	Astle_et_al_2016_White_blood_cell_count	23	0.648
region_chr6_32714887_33268720	UKB_20002_1473_self_reported_high_cholesterol	4	0.716
region_chr7_129138332_130737653	Astle_et_al_2016_Platelet_count	1	0.529
region_chr7_133121089_134622844	UKB_20002_1065_self_reported_hypertension	2	0.573
region_chr7_142959223_145271196	BCAC_Overall_BreastCancer_EUR	4	0.843
region_chr8_11421489_13634266	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.688
region_chr9_132423455_134176000	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	10	0.713
region_chr9_93909416_96159758	EGG_BW3_EUR	1	0.556
region_chr10_13279600_14984069	Astle_et_al_2016_Neutrophil_count	33	0.841
region_chr10_44234627_46978910	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.601
region_chr10_93636611_94461486	UKB_20022_Birth_weight	2	0.709
region_chr11_1192365_3644251	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	5	0.572
region_chr11_59013076_62456299	Astle_et_al_2016_Platelet_count	5	0.638
region_chr11_64037097_66131160	Astle_et_al_2016_Myeloid_white_cell_count	37	0.684
region_chr12_121569746_124493434	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.519
region_chr12_12580594_15088550	Astle_et_al_2016_White_blood_cell_count	1	0.539
region_chr12_51382710_52645220	Astle_et_al_2016_Granulocyte_count	3	0.821
region_chr14_101067970_102545765	GIANT_HEIGHT	3	0.629
region_chr16_1157206_2714828	Astle_et_al_2016_Eosinophil_counts	10	0.777
region_chr17_41743558_43694719	UKB_50_Standing_height	1	0.655
region_chr17_44979537_47798656	GIANT_HEIGHT	12	0.91
region_chr17_5838014_7414079	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	10	0.849
region_chr18_3891658_5834181	UKB_1180_Morning_or_evening_person_chronotype	2	0.731
region_chr18_69508584_70953943	Astle_et_al_2016_High_light_scatter_reticulocyte_count	4	0.544
region_chr18_74304227_75815032	UKB_50_Standing_height	54	0.675
region_chr19_18299052_19766662	Astle_et_al_2016_Red_blood_cell_count	1	0.782
region_chr19_610729_2098397	IGAP_Alzheimer	17	0.953
region_chr19_610729_2098397	UKB_21001_Body_mass_index_BMI	2	0.632
region_chr1_154797927_156366342	UKB_50_Standing_height	26	0.94
region_chr1_204711940_206268085	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.545
region_chr1_22760390_23594100	Astle_et_al_2016_Lymphocyte_counts	1	0.524
region_chr1_34334157_37083582	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	21	0.984
region_chr21_43086158_44757190	Astle_et_al_2016_Red_blood_cell_count	1	0.74
region_chr22_19924835_22002927	Astle_et_al_2016_White_blood_cell_count	15	0.805
region_chr22_46074615_47200568	UKB_50_Standing_height	4	0.847
region_chr2_10133_1777250	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	5	0.92
region_chr2_181401304_183492880	UKB_50_Standing_height	4	0.72
region_chr2_217530757_219589829	CARDIoGRAM_C4D_CAD_ADDITIVE	2	0.777
region_chr2_241210506_242147200	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	0.684
region_chr2_24464049_26672117	Astle_et_al_2016_High_light_scatter_reticulocyte_count	41	0.916
region_chr2_26672117_28375910	Astle_et_al_2016_Reticulocyte_count	9	0.966
region_chr3_181793378_184051895	Astle_et_al_2016_Myeloid_white_cell_count	1	0.756
region_chr3_46616010_47685722	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.534
region_chr3_51797999_54047363	pgc.scz2	1	0.65
region_chr4_24133906_25607700	UKB_21001_Body_mass_index_BMI	3	0.977
region_chr5_78327508_80097321	GIANT_HEIGHT	4	0.833
region_chr6_29770194_30830391	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.589
region_chr6_29770194_30830391	GIANT_HEIGHT	23	0.857
region_chr6_30830391_31603441	Astle_et_al_2016_Myeloid_white_cell_count	3	0.984
region_chr6_31603441_32714887	Astle_et_al_2016_Eosinophil_counts	2	0.977
region_chr6_32714887_33268720	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.849
region_chr6_42070983_43788432	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.563
region_chr6_42070983_43788432	UKB_21001_Body_mass_index_BMI	1	0.625
region_chr6_6784974_7808703	UKB_20022_Birth_weight	6	0.911
region_chr7_148118226_150143569	EGG_BW3_EUR	35	0.756
region_chr7_2732593_4533797	Astle_et_al_2016_Monocyte_count	1	0.613
region_chr7_44724229_45913323	Astle_et_al_2016_Neutrophil_count	8	0.691
region_chr7_73920272_76829247	UKB_23099_Body_fat_percentage	12	0.692
region_chr9_12276489_14836365	UKB_23099_Body_fat_percentage	1	0.501
region_chr9_127293231_129403191	Astle_et_al_2016_Platelet_count	1	0.522
region_chr9_132423455_134176000	Astle_et_al_2016_White_blood_cell_count	1	0.624
region_chr9_14836365_16659657	UKB_21001_Body_mass_index_BMI	1	0.596
region_chr10_101189482_102620653	Astle_et_al_2016_White_blood_cell_count	2	0.553
region_chr10_122141030_124109830	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	3	0.664
region_chr10_44234627_46978910	Astle_et_al_2016_Reticulocyte_count	4	0.914
region_chr11_116512631_117876395	GLGC_Mc_TG	1	0.615
region_chr11_1192365_3644251	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	0.59
region_chr11_119344766_120896097	UKB_50_Standing_height	1	0.621
region_chr11_9065770_10930480	Astle_et_al_2016_Lymphocyte_counts	3	0.832
region_chr12_109898914_112825713	Astle_et_al_2016_Eosinophil_counts	1	0.508
region_chr12_109898914_112825713	UKB_20022_Birth_weight	1	0.71
region_chr13_36924048_38304026	UKB_1200_Sleeplessness_or_insomnia	11	0.725
region_chr13_40495126_42526891	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.608
region_chr13_98286665_99921841	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.768
region_chr14_101067970_102545765	Astle_et_al_2016_High_light_scatter_reticulocyte_count	4	0.569
region_chr14_18225607_21121243	UKB_50_Standing_height	1	0.608
region_chr14_34377045_35390387	Astle_et_al_2016_Lymphocyte_counts	6	0.578
region_chr16_14370145_16060203	EGG_BW3_EUR	13	0.698
region_chr16_25975541_27434434	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.604
region_chr16_2714828_3951195	UKB_21001_Body_mass_index_BMI	1	0.747
region_chr16_29025292_31371622	Astle_et_al_2016_Granulocyte_count	10	0.89
region_chr16_3951195_5068344	GIANT_WC_Combined_EUR	2	0.648
region_chr17_2025437_3799018	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.511
region_chr17_74676064_76379479	Astle_et_al_2016_Sum_eosinophil_basophil_counts	6	0.838
region_chr17_80863788_82076532	GIANT_HEIGHT	11	0.762
region_chr18_54027805_57546606	UKB_20002_1065_self_reported_hypertension	4	0.51
region_chr19_11173352_13360313	Astle_et_al_2016_White_blood_cell_count	1	0.554
region_chr19_16263605_18299052	GIANT_HEIGHT	1	0.559
region_chr19_45599439_46646825	Astle_et_al_2016_Sum_eosinophil_basophil_counts	8	0.605
region_chr19_51029311_52482037	Astle_et_al_2016_Monocyte_count	3	0.685
region_chr19_54099074_55216712	UKB_50_Standing_height	2	0.697
region_chr1_107867043_109761309	UKB_21001_Body_mass_index_BMI	1	0.566
region_chr1_182786221_184626379	GIANT_HEIGHT	9	0.816
region_chr1_1961168_3666172	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.661
region_chr1_25190354_27075376	Astle_et_al_2016_Reticulocyte_count	3	0.61
region_chr1_37083582_38266175	RA_OKADA_TRANS_ETHNIC	6	0.676
region_chr1_9305140_10746927	Astle_et_al_2016_Monocyte_count	1	0.505
region_chr20_60986668_62670503	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.524
region_chr20_63558827_64333810	Astle_et_al_2016_Neutrophil_count	8	0.838
region_chr22_17193405_17813322	Astle_et_al_2016_Granulocyte_count	2	0.556
region_chr22_17193405_17813322	Astle_et_al_2016_Myeloid_white_cell_count	1	0.568
region_chr22_31043932_32268999	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	5	0.855
region_chr22_38911889_40149793	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.547
region_chr2_134401007_136285224	UKB_21001_Body_mass_index_BMI	4	0.582
region_chr2_166499460_169111726	GIANT_HEIGHT	28	0.874
region_chr2_43082452_44086664	UKB_50_Standing_height	1	0.502
region_chr2_8282017_10158342	Astle_et_al_2016_Eosinophil_counts	1	0.505
region_chr3_141620255_143445786	UKB_20022_Birth_weight	1	0.545
region_chr3_187172556_189138425	UKB_50_Standing_height	5	0.726
region_chr4_119012357_119471529	Astle_et_al_2016_Granulocyte_count	2	0.506
region_chr4_6771316_7537965	Astle_et_al_2016_Neutrophil_count	11	0.982
region_chr5_119273125_120333347	Astle_et_al_2016_Lymphocyte_counts	6	0.959
region_chr5_74463501_76503041	GIANT_HIP_Combined_EUR	4	0.718
region_chr6_129539886_130614309	GIANT_HIP_Combined_EUR	1	0.757
region_chr6_151591568_152773361	Astle_et_al_2016_White_blood_cell_count	2	0.679
region_chr6_30830391_31603441	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	5	1
region_chr6_42070983_43788432	Astle_et_al_2016_Red_blood_cell_count	6	0.837
region_chr6_81219505_82417432	Astle_et_al_2016_Monocyte_count	1	0.894
region_chr7_121405219_122293576	UKB_20022_Birth_weight	1	0.578
region_chr7_129138332_130737653	CARDIoGRAM_C4D_CAD_ADDITIVE	11	0.994
region_chr7_129138332_130737653	UKB_20002_1065_self_reported_hypertension	4	0.98
region_chr7_72409900_73920272	Astle_et_al_2016_Neutrophil_count	1	0.504
region_chr8_143155464_145078481	Astle_et_al_2016_Platelet_count	13	0.677
region_chr8_7295557_9297184	pgc.scz2	1	0.511
region_chr8_9297184_9783277	UKB_50_Standing_height	2	0.983
region_chr10_102620653_104935290	Astle_et_al_2016_Granulocyte_count	6	0.914
region_chr10_102620653_104935290	Astle_et_al_2016_Sum_basophil_neutrophil_counts	5	0.861
region_chr10_71748755_73662792	Astle_et_al_2016_Granulocyte_count	16	0.993
region_chr10_87367307_89253624	Astle_et_al_2016_Sum_basophil_neutrophil_counts	29	0.889
region_chr11_26998914_28460046	UKB_21001_Body_mass_index_BMI	38	0.987
region_chr11_64037097_66131160	Astle_et_al_2016_Granulocyte_count	11	0.619
region_chr11_8311727_9065770	Astle_et_al_2016_Platelet_count	8	0.728
region_chr12_109898914_112825713	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	6	0.876
region_chr12_121569746_124493434	Astle_et_al_2016_White_blood_cell_count	74	0.676
region_chr12_55272053_57155077	TAGC_Asthma_EUR	58	0.989
region_chr13_26710225_28683414	Astle_et_al_2016_Monocyte_count	1	1
region_chr15_49715846_51385363	Astle_et_al_2016_Granulocyte_count	2	0.777
region_chr15_49715846_51385363	Astle_et_al_2016_White_blood_cell_count	2	0.948
region_chr15_89932319_91621162	UKB_20022_Birth_weight	47	0.879
region_chr16_83443603_84412277	UKB_20002_1065_self_reported_hypertension	7	0.621
region_chr17_18953007_21387045	Astle_et_al_2016_Neutrophil_count	1	0.655
region_chr17_76379479_78267332	Astle_et_al_2016_Red_blood_cell_count	6	0.677
region_chr17_80863788_82076532	UKB_21001_Body_mass_index_BMI	1	0.746
region_chr18_23069508_25416687	Astle_et_al_2016_Neutrophil_count	48	0.73
region_chr19_2098397_3019662	UKB_1180_Morning_or_evening_person_chronotype	2	0.805
region_chr19_44239955_45599439	GLGC_Mc_TG	2	0.881
region_chr19_46646825_48778970	Astle_et_al_2016_Granulocyte_count	7	0.703
region_chr19_51029311_52482037	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	6	0.675
region_chr19_54099074_55216712	Astle_et_al_2016_Granulocyte_count	8	0.773
region_chr19_610729_2098397	Astle_et_al_2016_Neutrophil_count	18	0.978
region_chr1_159943258_162376931	Astle_et_al_2016_Platelet_count	2	0.865
region_chr1_197342384_199270756	IBD.EUR.Crohns_Disease	1	0.531
region_chr1_21410095_22760390	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.868
region_chr1_22760390_23594100	Astle_et_al_2016_White_blood_cell_count	1	0.67
region_chr1_39734895_41509656	UKB_50_Standing_height	3	0.741
region_chr20_24737088_25363595	UKB_21001_Body_mass_index_BMI	29	0.765
region_chr20_44051536_46210417	UKB_23099_Body_fat_percentage	3	0.531
region_chr21_46072312_46699840	Astle_et_al_2016_Neutrophil_count	22	0.785
region_chr22_42294812_43318194	Astle_et_al_2016_White_blood_cell_count	20	0.746
region_chr2_113164279_116014894	Astle_et_al_2016_Red_blood_cell_count	1	0.502
region_chr2_113164279_116014894	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.575
region_chr3_118811404_120804208	IMMUNOBASE_Multiple_sclerosis_hg19	4	0.907
region_chr3_27799419_29100769	Astle_et_al_2016_Lymphocyte_counts	2	0.77
region_chr3_46616010_47685722	UKB_50_Standing_height	1	0.588
region_chr3_47685722_49279539	IBD.EUR.Inflammatory_Bowel_Disease	11	0.683
region_chr3_47685722_49279539	SSGAC_Education_Years_Pooled	59	0.954
region_chr3_98497106_99654918	UKB_50_Standing_height	1	0.889
region_chr4_6771316_7537965	Astle_et_al_2016_Granulocyte_count	11	0.976
region_chr4_700926_1476986	Astle_et_al_2016_Sum_basophil_neutrophil_counts	9	0.722
region_chr4_700926_1476986	UKB_50_Standing_height	11	0.75
region_chr4_8150508_9324753	GIANT_HEIGHT	2	0.784
region_chr5_128008912_130183332	Astle_et_al_2016_Lymphocyte_counts	1	0.849
region_chr5_178986463_179974244	UKB_23099_Body_fat_percentage	6	0.632
region_chr6_160159465_161748532	GLGC_Mc_TG	1	0.602
region_chr6_30830391_31603441	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.997
region_chr6_31603441_32714887	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.978
region_chr6_31603441_32714887	Astle_et_al_2016_White_blood_cell_count	5	0.893
region_chr6_31603441_32714887	UKB_21001_Body_mass_index_BMI	1	0.509
region_chr6_31603441_32714887	UKB_23099_Body_fat_percentage	1	0.628
region_chr7_44724229_45913323	Astle_et_al_2016_White_blood_cell_count	14	0.93
region_chr7_99117851_100599028	Astle_et_al_2016_Red_blood_cell_count	11	0.911
region_chr8_139713400_141963553	Astle_et_al_2016_Reticulocyte_count	1	0.545
region_chr9_136047132_136605890	Astle_et_al_2016_Eosinophil_counts	85	0.834
region_chr9_39393282_69897795	Astle_et_al_2016_Myeloid_white_cell_count	1	0.698
region_chr9_4495328_4884926	Astle_et_al_2016_Eosinophil_counts	1	0.617
region_chr10_19427949_22483354	UKB_20002_1065_self_reported_hypertension	3	0.825
region_chr10_68436234_70461094	UKB_20002_1065_self_reported_hypertension	1	0.517
region_chr11_128318642_130472680	Astle_et_al_2016_Lymphocyte_counts	2	0.814
region_chr11_64037097_66131160	Astle_et_al_2016_Reticulocyte_count	104	0.981
region_chr11_70855_1192365	Astle_et_al_2016_Myeloid_white_cell_count	29	0.992
region_chr11_70855_1192365	BCAC_Overall_BreastCancer_EUR	28	0.602
region_chr13_109162764_110579726	Astle_et_al_2016_Reticulocyte_count	2	0.704
region_chr14_34377045_35390387	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	4	0.709
region_chr14_63323296_64753580	Astle_et_al_2016_Lymphocyte_counts	6	0.521
region_chr15_89932319_91621162	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.543
region_chr15_89932319_91621162	UKB_50_Standing_height	8	0.533
region_chr16_13060580_14370145	UKB_50_Standing_height	2	0.866
region_chr17_44979537_47798656	UKB_21001_Body_mass_index_BMI	1	0.614
region_chr17_4792966_5838014	Astle_et_al_2016_Reticulocyte_count	3	0.578
region_chr17_59410151_61235394	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.561
region_chr19_5811841_6684874	Astle_et_al_2016_Lymphocyte_counts	1	0.723
region_chr1_154797927_156366342	Astle_et_al_2016_Monocyte_count	2	0.516
region_chr1_170588635_173128768	GIANT_HIP_Combined_EUR	7	0.835
region_chr1_181174985_182786221	UKB_1180_Morning_or_evening_person_chronotype	2	0.553
region_chr1_204711940_206268085	Astle_et_al_2016_Monocyte_count	28	0.857
region_chr20_44051536_46210417	Astle_et_al_2016_Monocyte_count	59	0.964
region_chr20_44051536_46210417	UKB_20002_1065_self_reported_hypertension	2	0.847
region_chr21_31296327_33004691	UKB_50_Standing_height	1	0.856
region_chr21_33004691_33853161	Astle_et_al_2016_Red_blood_cell_count	6	0.659
region_chr22_49430885_50804870	Astle_et_al_2016_Red_blood_cell_count	16	0.911
region_chr2_26672117_28375910	Astle_et_al_2016_Granulocyte_count	6	0.833
region_chr2_67783044_68912432	Astle_et_al_2016_Platelet_count	3	0.942
region_chr3_181793378_184051895	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.705
region_chr3_181793378_184051895	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.748
region_chr3_4389963_6041496	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	24	0.938
region_chr3_49279539_51797999	Astle_et_al_2016_Reticulocyte_count	4	0.923
region_chr5_119273125_120333347	UKB_20002_1111_self_reported_asthma	1	0.767
