region	phenotype	count	best_rcp
region_chr19_18299052_19766662	Astle_et_al_2016_Monocyte_count	53	0.958
region_chr19_18299052_19766662	Astle_et_al_2016_White_blood_cell_count	15	0.937
region_chr19_18299052_19766662	UKB_20002_1473_self_reported_high_cholesterol	1	0.703
region_chr19_29300040_30237047	UKB_20002_1065_self_reported_hypertension	3	0.573
region_chr19_3019662_4348970	UKB_23099_Body_fat_percentage	3	0.73
region_chr19_32255614_33772047	Astle_et_al_2016_Lymphocyte_counts	1	0.643
region_chr19_33772047_35978393	Astle_et_al_2016_Reticulocyte_count	1	0.502
region_chr19_37036131_39679979	Astle_et_al_2016_Eosinophil_counts	1	0.626
region_chr19_37036131_39679979	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.696
region_chr19_40478694_41625199	Astle_et_al_2016_Red_blood_cell_count	1	0.548
region_chr19_40478694_41625199	Astle_et_al_2016_Reticulocyte_count	3	0.531
region_chr19_40478694_41625199	CARDIoGRAM_C4D_CAD_ADDITIVE	27	0.927
region_chr19_40478694_41625199	UKB_20022_Birth_weight	4	0.644
region_chr19_41625199_43358303	Astle_et_al_2016_Monocyte_count	2	0.576
region_chr19_43358303_44239955	Astle_et_al_2016_Monocyte_count	13	0.982
region_chr19_43358303_44239955	Astle_et_al_2016_Myeloid_white_cell_count	4	1
region_chr19_43358303_44239955	Astle_et_al_2016_Red_blood_cell_count	3	0.986
region_chr19_4348970_5811841	Astle_et_al_2016_Red_blood_cell_count	1	0.773
region_chr19_4348970_5811841	UKB_50_Standing_height	2	0.895
region_chr19_44239955_45599439	Astle_et_al_2016_White_blood_cell_count	3	0.703
region_chr19_45599439_46646825	IGAP_Alzheimer	2	0.659
region_chr19_46646825_48778970	Astle_et_al_2016_Lymphocyte_counts	2	0.867
region_chr19_46646825_48778970	Astle_et_al_2016_Neutrophil_count	35	0.96
region_chr19_46646825_48778970	EGG_BW3_EUR	20	0.955
region_chr19_48778970_51029311	Astle_et_al_2016_Lymphocyte_counts	1	0.553
region_chr19_48778970_51029311	UKB_23099_Body_fat_percentage	4	0.73
region_chr19_51029311_52482037	Astle_et_al_2016_Eosinophil_counts	4	0.855
region_chr19_51029311_52482037	Astle_et_al_2016_Lymphocyte_counts	7	0.932
region_chr19_51029311_52482037	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.647
region_chr19_51029311_52482037	UKB_21001_Body_mass_index_BMI	9	0.975
region_chr19_51029311_52482037	UKB_50_Standing_height	4	0.694
region_chr19_54099074_55216712	Astle_et_al_2016_High_light_scatter_reticulocyte_count	6	0.939
region_chr19_54099074_55216712	Astle_et_al_2016_Reticulocyte_count	5	0.978
region_chr19_57009967_58607472	Astle_et_al_2016_Platelet_count	94	0.8
region_chr19_5811841_6684874	Astle_et_al_2016_Monocyte_count	3	0.863
region_chr19_5811841_6684874	RA_OKADA_TRANS_ETHNIC	1	0.623
region_chr19_610729_2098397	Astle_et_al_2016_Neutrophil_count	3	0.95
region_chr19_610729_2098397	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	0.947
region_chr19_610729_2098397	Astle_et_al_2016_White_blood_cell_count	33	0.997
region_chr19_610729_2098397	IBD.EUR.Inflammatory_Bowel_Disease	1	0.519
region_chr19_6684874_8282629	Astle_et_al_2016_White_blood_cell_count	11	0.886
region_chr19_8282629_9127717	Astle_et_al_2016_High_light_scatter_reticulocyte_count	15	0.66
region_chr19_9127717_11173352	Astle_et_al_2016_Platelet_count	2	0.966
region_chr19_9127717_11173352	Astle_et_al_2016_Reticulocyte_count	7	0.719
region_chr19_9127717_11173352	GIANT_HEIGHT	7	0.813
region_chr19_9127717_11173352	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	1	0.86
region_chr19_9127717_11173352	UKB_50_Standing_height	2	0.524
region_chr19_9127717_11173352	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	3	0.755
region_chr1_105545220_107867043	UKB_23099_Body_fat_percentage	21	0.583
region_chr1_10583_1961168	Astle_et_al_2016_Platelet_count	2	0.681
region_chr1_10583_1961168	UKB_20016_Fluid_intelligence_score	47	0.835
region_chr1_10583_1961168	UKB_23099_Body_fat_percentage	38	0.843
region_chr1_107867043_109761309	Astle_et_al_2016_Sum_basophil_neutrophil_counts	18	0.971
region_chr1_107867043_109761309	GIANT_HEIGHT	31	0.848
region_chr1_107867043_109761309	UKB_20016_Fluid_intelligence_score	2	0.625
region_chr1_107867043_109761309	UKB_21001_Body_mass_index_BMI	2	0.711
region_chr1_107867043_109761309	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	3	0.942
region_chr1_109761309_111199115	Astle_et_al_2016_Myeloid_white_cell_count	5	0.798
region_chr1_111199115_112730684	SSGAC_Education_Years_Pooled	1	0.584
region_chr1_111199115_112730684	UKB_21001_Body_mass_index_BMI	2	0.635
region_chr1_112730684_114331223	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.791
region_chr1_112730684_114331223	BCAC_Overall_BreastCancer_EUR	13	0.901
region_chr1_114331223_115337972	UKB_20002_1265_self_reported_migraine	1	0.952
region_chr1_11717784_12719464	UKB_20002_1065_self_reported_hypertension	6	0.724
region_chr1_118296444_148907004	Astle_et_al_2016_Red_blood_cell_count	3	0.67
region_chr1_14565015_16571235	UKB_20002_1473_self_reported_high_cholesterol	2	0.79
region_chr1_151566405_153208353	UKB_20002_1452_self_reported_eczema_or_dermatitis	2	0.994
region_chr1_153208353_154797927	Astle_et_al_2016_Reticulocyte_count	2	0.587
region_chr1_154797927_156366342	UKB_20022_Birth_weight	2	0.619
region_chr1_154797927_156366342	UKB_50_Standing_height	34	0.962
region_chr1_159943258_162376931	Astle_et_al_2016_Lymphocyte_counts	1	0.619
region_chr1_159943258_162376931	Astle_et_al_2016_Monocyte_count	27	0.961
region_chr1_159943258_162376931	IBD.EUR.Inflammatory_Bowel_Disease	1	0.916
region_chr1_159943258_162376931	IBD.EUR.Ulcerative_Colitis	1	0.759
region_chr1_165222465_166491280	GIANT_HEIGHT	2	0.862
region_chr1_166491280_169117086	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	6	0.642
region_chr1_166491280_169117086	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	3	0.776
region_chr1_170588635_173128768	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.854
region_chr1_173128768_175120632	Astle_et_al_2016_Red_blood_cell_count	1	0.512
region_chr1_181174985_182786221	UKB_1180_Morning_or_evening_person_chronotype	2	0.658
region_chr1_182786221_184626379	Astle_et_al_2016_Reticulocyte_count	2	0.974
region_chr1_184626379_186840891	Astle_et_al_2016_Monocyte_count	3	0.78
region_chr1_184626379_186840891	UKB_23099_Body_fat_percentage	12	0.58
region_chr1_1961168_3666172	IBD.EUR.Inflammatory_Bowel_Disease	6	0.682
region_chr1_1961168_3666172	UKB_50_Standing_height	1	0.537
region_chr1_201620847_203365606	UKB_20002_1065_self_reported_hypertension	3	0.73
region_chr1_204711940_206268085	Astle_et_al_2016_Monocyte_count	86	0.964
region_chr1_204711940_206268085	UKB_20002_1111_self_reported_asthma	1	0.6
region_chr1_206268085_208237019	Astle_et_al_2016_Lymphocyte_counts	4	0.976
region_chr1_206268085_208237019	pgc.scz2	1	0.678
region_chr1_210614406_212668988	GIANT_HEIGHT	1	0.522
region_chr1_210614406_212668988	UKB_20022_Birth_weight	1	0.784
region_chr1_212668988_214404923	EGG_BW3_EUR	2	0.964
region_chr1_212668988_214404923	GIANT_HEIGHT	1	0.544
region_chr1_21410095_22760390	Astle_et_al_2016_High_light_scatter_reticulocyte_count	4	0.983
region_chr1_21410095_22760390	UKB_1200_Sleeplessness_or_insomnia	1	0.52
region_chr1_219417229_221684889	Astle_et_al_2016_Sum_eosinophil_basophil_counts	5	0.681
region_chr1_219417229_221684889	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	22	0.935
region_chr1_222056878_224750818	Astle_et_al_2016_Granulocyte_count	2	0.654
region_chr1_222056878_224750818	Astle_et_al_2016_White_blood_cell_count	3	0.596
region_chr1_226623159_229020501	Astle_et_al_2016_Neutrophil_count	3	0.758
region_chr1_226623159_229020501	Astle_et_al_2016_White_blood_cell_count	1	0.51
region_chr1_234463688_235656136	UKB_20002_1473_self_reported_high_cholesterol	1	0.77
region_chr1_235656136_237392328	Astle_et_al_2016_Granulocyte_count	1	0.518
region_chr1_235656136_237392328	Astle_et_al_2016_White_blood_cell_count	1	0.559
region_chr1_23594100_25190354	Astle_et_al_2016_Reticulocyte_count	8	0.87
region_chr1_23594100_25190354	GIANT_HEIGHT	1	0.526
region_chr1_241908300_243946197	SSGAC_Education_Years_Pooled	16	0.77
region_chr1_247181216_248945267	Astle_et_al_2016_Platelet_count	3	0.93
region_chr1_25190354_27075376	Astle_et_al_2016_Lymphocyte_counts	12	0.934
region_chr1_25190354_27075376	Astle_et_al_2016_Platelet_count	4	0.879
region_chr1_25190354_27075376	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.708
region_chr1_25190354_27075376	MAGNETIC_IDL.TG	1	0.536
region_chr1_25190354_27075376	UKB_50_Standing_height	2	0.728
region_chr1_29689034_31973084	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	0.861
region_chr1_29689034_31973084	UKB_21001_Body_mass_index_BMI	1	0.627
region_chr1_34334157_37083582	Astle_et_al_2016_Neutrophil_count	6	0.986
region_chr1_34334157_37083582	Astle_et_al_2016_White_blood_cell_count	5	0.983
region_chr1_37083582_38266175	RA_OKADA_TRANS_ETHNIC	20	0.746
region_chr1_38266175_39734895	UKB_50_Standing_height	10	0.761
region_chr1_39734895_41509656	Astle_et_al_2016_Monocyte_count	1	0.899
region_chr1_39734895_41509656	UKB_50_Standing_height	2	1
region_chr1_41509656_43292786	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	6	0.698
region_chr1_41509656_43292786	Astle_et_al_2016_White_blood_cell_count	40	0.781
region_chr1_41509656_43292786	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	0.698
region_chr1_41509656_43292786	UKB_20022_Birth_weight	2	0.651
region_chr1_51248054_53760589	Astle_et_al_2016_Red_blood_cell_count	1	0.592
region_chr1_53760589_55947444	UKB_20002_1473_self_reported_high_cholesterol	7	0.926
region_chr1_55947444_56556055	Astle_et_al_2016_Neutrophil_count	1	0.502
region_chr1_55947444_56556055	GIANT_HEIGHT	1	0.564
region_chr1_58399727_59424737	UKB_20016_Fluid_intelligence_score	2	0.825
region_chr1_5853833_7187275	UKB_20002_1065_self_reported_hypertension	2	0.69
region_chr1_64576021_66473721	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	21	0.992
region_chr1_76262450_79195513	Astle_et_al_2016_Eosinophil_counts	1	0.961
region_chr1_87662948_89600744	Astle_et_al_2016_Monocyte_count	4	0.745
region_chr1_9305140_10746927	Astle_et_al_2016_Platelet_count	3	0.611
region_chr1_93070902_94040635	UKB_20002_1065_self_reported_hypertension	2	0.608
region_chr20_17506587_18991559	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.922
region_chr20_18991559_20979069	GIANT_HEIGHT	6	0.962
region_chr20_18991559_20979069	UKB_1180_Morning_or_evening_person_chronotype	1	0.551
region_chr20_18991559_20979069	UKB_20002_1265_self_reported_migraine	1	0.866
region_chr20_24737088_25363595	Astle_et_al_2016_Monocyte_count	2	0.876
region_chr20_24737088_25363595	Astle_et_al_2016_Red_blood_cell_count	11	0.797
region_chr20_2488855_3847766	UKB_23099_Body_fat_percentage	15	0.833
region_chr20_25363595_33027017	Astle_et_al_2016_Eosinophil_counts	3	0.915
region_chr20_25363595_33027017	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.836
region_chr20_25363595_33027017	UKB_50_Standing_height	28	0.893
region_chr20_33027017_34225635	UKB_50_Standing_height	9	0.838
region_chr20_34225635_36332043	UKB_50_Standing_height	4	0.934
region_chr20_40982216_41957049	UKB_50_Standing_height	2	0.655
region_chr20_44051536_46210417	Astle_et_al_2016_Lymphocyte_counts	15	0.968
region_chr20_46210417_48583442	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.759
region_chr20_48583442_50623121	Astle_et_al_2016_Myeloid_white_cell_count	7	0.814
region_chr20_55438728_57872903	Astle_et_al_2016_High_light_scatter_reticulocyte_count	10	0.916
region_chr20_55438728_57872903	Astle_et_al_2016_Lymphocyte_counts	3	0.894
region_chr20_57872903_59831517	Astle_et_al_2016_Lymphocyte_counts	3	0.869
region_chr20_57872903_59831517	Astle_et_al_2016_Reticulocyte_count	10	0.928
region_chr20_60986668_62670503	Astle_et_al_2016_Reticulocyte_count	8	0.919
region_chr20_62670503_63558827	UKB_50_Standing_height	1	0.922
region_chr20_63558827_64333810	Astle_et_al_2016_Granulocyte_count	11	0.816
region_chr20_63558827_64333810	Astle_et_al_2016_Sum_basophil_neutrophil_counts	5	0.922
region_chr20_63558827_64333810	UKB_20002_1473_self_reported_high_cholesterol	49	0.981
region_chr20_716956_2488855	Astle_et_al_2016_Monocyte_count	38	0.751
region_chr20_716956_2488855	Astle_et_al_2016_White_blood_cell_count	1	0.516
region_chr20_79838_716956	UKB_20022_Birth_weight	4	0.895
region_chr21_14578661_16680846	EGG_BW3_EUR	1	0.817
region_chr21_16680846_18108057	UKB_20016_Fluid_intelligence_score	5	0.91
region_chr21_27752907_29824708	Astle_et_al_2016_Granulocyte_count	5	0.873
region_chr21_27752907_29824708	Astle_et_al_2016_Myeloid_white_cell_count	6	0.84
region_chr21_27752907_29824708	Astle_et_al_2016_Neutrophil_count	3	0.921
region_chr21_33853161_35152076	Astle_et_al_2016_Red_blood_cell_count	5	0.925
region_chr21_35152076_36498481	Astle_et_al_2016_Red_blood_cell_count	1	0.827
region_chr21_35152076_36498481	UKB_20002_1065_self_reported_hypertension	8	0.834
region_chr21_35152076_36498481	UKB_50_Standing_height	4	0.615
region_chr21_37339402_39110976	Astle_et_al_2016_White_blood_cell_count	5	0.83
region_chr21_39110976_40017600	Astle_et_al_2016_Lymphocyte_counts	1	0.576
region_chr21_39110976_40017600	UKB_1180_Morning_or_evening_person_chronotype	9	0.98
region_chr21_46072312_46699840	UKB_50_Standing_height	1	0.563
region_chr22_15927607_17193405	Astle_et_al_2016_Monocyte_count	1	0.853
region_chr22_17193405_17813322	Astle_et_al_2016_Neutrophil_count	3	0.626
region_chr22_19924835_22002927	Astle_et_al_2016_Lymphocyte_counts	5	0.545
region_chr22_27438791_29255810	Astle_et_al_2016_Platelet_count	8	0.995
region_chr22_35134992_37174229	Astle_et_al_2016_Eosinophil_counts	22	0.995
region_chr22_37174229_38911889	UKB_50_Standing_height	6	0.868
region_chr22_38911889_40149793	Astle_et_al_2016_High_light_scatter_reticulocyte_count	35	0.857
region_chr22_38911889_40149793	GIANT_HEIGHT	3	0.912
region_chr22_38911889_40149793	RA_OKADA_TRANS_ETHNIC	5	0.987
region_chr22_38911889_40149793	UKB_1160_Sleep_duration	4	0.568
region_chr22_40149793_42294812	Astle_et_al_2016_Lymphocyte_counts	1	0.627
region_chr22_40149793_42294812	UKB_20127_Neuroticism_score	3	0.995
region_chr22_40149793_42294812	UKB_50_Standing_height	7	0.987
region_chr22_42294812_43318194	Astle_et_al_2016_Monocyte_count	16	0.934
region_chr22_42294812_43318194	Astle_et_al_2016_Myeloid_white_cell_count	15	0.889
region_chr22_42294812_43318194	Astle_et_al_2016_White_blood_cell_count	15	0.864
region_chr22_44599428_46074615	Astle_et_al_2016_Red_blood_cell_count	5	0.853
region_chr22_44599428_46074615	UKB_20022_Birth_weight	3	0.699
region_chr22_46074615_47200568	Astle_et_al_2016_Eosinophil_counts	2	0.593
region_chr22_46074615_47200568	UKB_20002_1473_self_reported_high_cholesterol	2	0.53
region_chr22_49430885_50804870	Astle_et_al_2016_High_light_scatter_reticulocyte_count	18	0.768
region_chr22_49430885_50804870	Astle_et_al_2016_Monocyte_count	6	0.844
region_chr22_49430885_50804870	Astle_et_al_2016_Platelet_count	26	1
region_chr22_49430885_50804870	Astle_et_al_2016_Red_blood_cell_count	32	0.997
region_chr22_49430885_50804870	IBD.EUR.Ulcerative_Colitis	1	0.601
region_chr2_101205867_102072305	Astle_et_al_2016_White_blood_cell_count	2	0.781
region_chr2_101205867_102072305	IBD.EUR.Inflammatory_Bowel_Disease	1	0.745
region_chr2_101205867_102072305	IBD.EUR.Ulcerative_Colitis	1	0.722
region_chr2_10133_1777250	UKB_50_Standing_height	3	0.791
region_chr2_102072305_102971757	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.751
region_chr2_104508576_105593601	SSGAC_Education_Years_Pooled	5	0.61
region_chr2_109814855_113164279	Astle_et_al_2016_Eosinophil_counts	7	0.851
region_chr2_109814855_113164279	Astle_et_al_2016_Neutrophil_count	6	0.781
region_chr2_109814855_113164279	Astle_et_al_2016_Sum_basophil_neutrophil_counts	5	0.737
region_chr2_109814855_113164279	EGG_BW3_EUR	1	0.613
region_chr2_109814855_113164279	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	7	0.857
region_chr2_113164279_116014894	Astle_et_al_2016_Red_blood_cell_count	1	0.786
region_chr2_113164279_116014894	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.635
region_chr2_113164279_116014894	UKB_1160_Sleep_duration	10	0.842
region_chr2_117609890_120546207	Astle_et_al_2016_Reticulocyte_count	9	0.999
region_chr2_126616187_127276771	Astle_et_al_2016_Reticulocyte_count	2	0.943
region_chr2_134401007_136285224	Astle_et_al_2016_Platelet_count	1	0.759
region_chr2_141761033_143761915	Astle_et_al_2016_Neutrophil_count	1	0.549
region_chr2_14195184_16148467	Astle_et_al_2016_Lymphocyte_counts	1	0.511
region_chr2_160913222_162647041	SSGAC_Education_Years_Pooled	1	0.635
region_chr2_170369735_172274177	BCAC_ER_negative_BreastCancer_EUR	2	0.918
region_chr2_170369735_172274177	BCAC_Overall_BreastCancer_EUR	2	0.754
region_chr2_170369735_172274177	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	2	0.59
region_chr2_172274177_174724201	UKB_50_Standing_height	31	0.819
region_chr2_174724201_176498908	Astle_et_al_2016_Red_blood_cell_count	8	0.986
region_chr2_177688455_180448012	pgc.scz2	1	0.53
region_chr2_181401304_183492880	Astle_et_al_2016_Granulocyte_count	12	0.963
region_chr2_181401304_183492880	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	12	0.966
region_chr2_181401304_183492880	Astle_et_al_2016_White_blood_cell_count	12	0.948
region_chr2_181401304_183492880	UKB_20002_1065_self_reported_hypertension	1	0.555
region_chr2_184415446_189017339	Astle_et_al_2016_White_blood_cell_count	3	0.608
region_chr2_191108631_194996440	Astle_et_al_2016_Myeloid_white_cell_count	1	0.853
region_chr2_201953914_204934518	UKB_20002_1473_self_reported_high_cholesterol	18	0.743
region_chr2_20850730_23118512	MAGNETIC_LDL.C	6	0.793
region_chr2_20850730_23118512	UKB_20002_1473_self_reported_high_cholesterol	12	0.968
region_chr2_216850938_217530757	CARDIoGRAM_C4D_CAD_ADDITIVE	1	0.929
region_chr2_217530757_219589829	Astle_et_al_2016_Reticulocyte_count	6	0.991
region_chr2_217530757_219589829	IBD.EUR.Ulcerative_Colitis	2	0.708
region_chr2_224975287_227255126	Astle_et_al_2016_Reticulocyte_count	1	0.543
region_chr2_23118512_24464049	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.536
region_chr2_23118512_24464049	Astle_et_al_2016_Lymphocyte_counts	2	0.575
region_chr2_23118512_24464049	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.594
region_chr2_232685293_234242343	Astle_et_al_2016_Platelet_count	3	0.722
region_chr2_235134906_236540389	Astle_et_al_2016_Neutrophil_count	3	0.769
region_chr2_235134906_236540389	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.753
region_chr2_236540389_237852338	Astle_et_al_2016_Myeloid_white_cell_count	5	0.838
region_chr2_236540389_237852338	Astle_et_al_2016_Neutrophil_count	6	0.842
region_chr2_241210506_242147200	IBD.EUR.Inflammatory_Bowel_Disease	1	0.676
region_chr2_241210506_242147200	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	3	0.527
region_chr2_24464049_26672117	BCAC_Overall_BreastCancer_EUR	2	0.651
region_chr2_26672117_28375910	Astle_et_al_2016_Eosinophil_counts	2	0.832
region_chr2_26672117_28375910	Astle_et_al_2016_Lymphocyte_counts	2	0.618
region_chr2_26672117_28375910	Astle_et_al_2016_Myeloid_white_cell_count	3	0.641
region_chr2_26672117_28375910	Astle_et_al_2016_Reticulocyte_count	5	0.782
region_chr2_26672117_28375910	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.669
region_chr2_30240845_31327584	Astle_et_al_2016_Platelet_count	1	0.769
region_chr2_31327584_33138710	Astle_et_al_2016_Reticulocyte_count	1	0.799
region_chr2_35896940_37905569	Astle_et_al_2016_High_light_scatter_reticulocyte_count	7	0.895
