region	phenotype	count	method
region_chr6_40377376_42070983	GIANT_HEIGHT	1	gwas
region_chr7_20085285_22468010	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	gwas
region_chr8_100608730_103111078	Astle_et_al_2016_Neutrophil_count	1	gwas
region_chr12_106564970_108632125	Astle_et_al_2016_Monocyte_count	1	gwas
region_chr15_89932319_91621162	UKB_50_Standing_height	1	gwas
region_chr15_98700830_100096642	GIANT_HEIGHT	1	gwas
region_chr1_83526065_84378812	UKB_23099_Body_fat_percentage	1	gwas
region_chr7_20085285_22468010	UKB_20002_1111_self_reported_asthma	1	gwas
region_chr7_44724229_45913323	UKB_23099_Body_fat_percentage	1	gwas
region_chr11_112588765_114387006	Astle_et_al_2016_White_blood_cell_count	1	gwas
region_chr13_26710225_28683414	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	gwas
region_chr16_48974015_52001911	IBD.EUR.Crohns_Disease	1	gwas
region_chr20_34225635_36332043	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	1	gwas
region_chr2_177688455_180448012	UKB_50_Standing_height	1	gwas
region_chr3_185350467_187172556	GIANT_HEIGHT	1	gwas
region_chr6_47344162_48423389	Astle_et_al_2016_Platelet_count	1	gwas
region_chr7_38927103_39823071	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr9_74358165_76285267	UKB_50_Standing_height	1	gwas
region_chr18_1942910_3891658	UKB_50_Standing_height	1	gwas
region_chr1_1961168_3666172	UKB_20002_1265_self_reported_migraine	1	gwas
region_chr1_9305140_10746927	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	gwas
region_chr20_3847766_5497204	Astle_et_al_2016_Reticulocyte_count	12	gwas
region_chr2_84913556_87738988	UKB_50_Standing_height	1	gwas
region_chr4_71274841_73726673	GIANT_HEIGHT	1	gwas
region_chr7_137191815_139059933	GIANT_HEIGHT	1	gwas
region_chr7_43119475_44724229	UKB_20022_Birth_weight	1	gwas
region_chr2_102072305_102971757	Astle_et_al_2016_Eosinophil_counts	1	gwas
region_chr3_49279539_51797999	UKB_23099_Body_fat_percentage	1	gwas
region_chr4_86613495_88316876	UKB_20002_1309_self_reported_osteoporosis	1	gwas
region_chr5_109298233_111485446	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	gwas
region_chr6_28949831_29770194	UKB_20002_1111_self_reported_asthma	1	gwas
region_chr7_1313431_2022763	UKB_23099_Body_fat_percentage	1	gwas
region_chr11_112588765_114387006	Astle_et_al_2016_Myeloid_white_cell_count	1	gwas
region_chr11_46984586_49844498	GIANT_HEIGHT	1	gwas
region_chr14_24435917_25666480	Astle_et_al_2016_Monocyte_count	1	gwas
region_chr1_206268085_208237019	Astle_et_al_2016_White_blood_cell_count	1	gwas
region_chr1_89600744_91420760	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr20_2488855_3847766	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	gwas
region_chr2_57201965_58070180	UKB_1160_Sleep_duration	1	gwas
region_chr3_151630942_153538782	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	1	gwas
region_chr3_181793378_184051895	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	gwas
region_chr3_56399879_58171792	Astle_et_al_2016_Reticulocyte_count	1	gwas
region_chr11_127446784_128318642	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	gwas
region_chr12_54385039_55272053	Astle_et_al_2016_Platelet_count	1	gwas
region_chr1_107867043_109761309	Astle_et_al_2016_Neutrophil_count	1	gwas
region_chr1_204711940_206268085	Astle_et_al_2016_Platelet_count	1	gwas
region_chr1_226623159_229020501	UKB_50_Standing_height	1	gwas
region_chr2_16148467_18466157	GIANT_HEIGHT	1	gwas
region_chr9_93909416_96159758	GIANT_HEIGHT	1	gwas
region_chr10_122141030_124109830	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	gwas
region_chr12_38833367_40422383	IBD.EUR.Inflammatory_Bowel_Disease	1	gwas
region_chr16_53348660_55869862	BCAC_Overall_BreastCancer_EUR	1	gwas
region_chr19_43358303_44239955	Astle_et_al_2016_Monocyte_count	1	gwas
region_chr1_107867043_109761309	Astle_et_al_2016_Myeloid_white_cell_count	1	gwas
region_chr1_7187275_9305140	UKB_6152_8_diagnosed_by_doctor_Asthma	1	gwas
region_chr3_20049856_21602215	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr4_185987936_187551827	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	gwas
region_chr6_125103237_127219316	UKB_20002_1065_self_reported_hypertension	1	gwas
region_chr8_74532829_75544307	BCAC_Overall_BreastCancer_EUR	1	gwas
region_chr12_108632125_109898914	UKB_20127_Neuroticism_score	2	gwas
region_chr1_18336405_20142656	UKB_1180_Morning_or_evening_person_chronotype	1	gwas
region_chr2_94660727_98378738	Astle_et_al_2016_Eosinophil_counts	1	gwas
region_chr10_101189482_102620653	pgc.scz2	1	gwas
region_chr12_65165915_66787364	GIANT_HEIGHT	1	gwas
region_chr17_38653091_40721152	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	gwas
region_chr22_49430885_50804870	Astle_et_al_2016_Reticulocyte_count	1	gwas
region_chr2_102072305_102971757	Astle_et_al_2016_Lymphocyte_counts	1	gwas
region_chr12_51382710_52645220	Astle_et_al_2016_Neutrophil_count	1	gwas
region_chr14_75978424_76763129	UKB_50_Standing_height	1	gwas
region_chr2_201953914_204934518	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr3_187172556_189138425	GIANT_HEIGHT	1	gwas
region_chr4_82451440_83878503	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	gwas
region_chr6_14802693_17386174	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	gwas
region_chr6_33268720_35487979	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	1	gwas
region_chr6_35487979_37604820	GIANT_HEIGHT	2	gwas
region_chr8_129368893_130627379	Astle_et_al_2016_White_blood_cell_count	1	gwas
region_chr10_124109830_126312529	GIANT_HEIGHT	1	gwas
region_chr13_26710225_28683414	Astle_et_al_2016_Neutrophil_count	1	gwas
region_chr15_66802429_68725660	CARDIoGRAM_C4D_CAD_ADDITIVE	1	gwas
region_chr20_44051536_46210417	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	gwas
region_chr20_50623121_53856010	Astle_et_al_2016_Reticulocyte_count	1	gwas
region_chr2_241210506_242147200	GIANT_HEIGHT	1	gwas
region_chr5_130183332_132803957	IBD.EUR.Inflammatory_Bowel_Disease	1	gwas
region_chr6_26791023_28050041	UKB_20002_1111_self_reported_asthma	2	gwas
region_chr1_41509656_43292786	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	gwas
region_chr1_49428505_51248054	UKB_50_Standing_height	1	gwas
region_chr4_24133906_25607700	UKB_23099_Body_fat_percentage	1	gwas
region_chr8_133557758_135023362	GIANT_HEIGHT	1	gwas
region_chr8_58815541_61416540	Astle_et_al_2016_White_blood_cell_count	1	gwas
region_chr10_102620653_104935290	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	gwas
region_chr11_8311727_9065770	Astle_et_al_2016_Red_blood_cell_count	1	gwas
region_chr14_72422907_75978424	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	gwas
region_chr16_2714828_3951195	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	gwas
region_chr16_27434434_29025292	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr16_71020125_72901251	UKB_50_Standing_height	1	gwas
region_chr18_23069508_25416687	Astle_et_al_2016_Myeloid_white_cell_count	1	gwas
region_chr6_120190982_121584530	UKB_20002_1265_self_reported_migraine	1	gwas
region_chr7_7769121_9083793	UKB_50_Standing_height	1	gwas
region_chr8_75544307_78220626	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr15_89932319_91621162	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	gwas
region_chr3_45123661_46616010	Astle_et_al_2016_Monocyte_count	1	gwas
region_chr5_141266403_143601683	Astle_et_al_2016_Neutrophil_count	1	gwas
region_chr6_28949831_29770194	UKB_20016_Fluid_intelligence_score	1	gwas
region_chr8_62436747_64320315	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr9_115159681_118559259	UKB_20002_1265_self_reported_migraine	1	gwas
region_chr10_5941799_7129522	UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	1	gwas
region_chr10_68436234_70461094	GIANT_HEIGHT	1	gwas
region_chr11_94509094_95992877	Astle_et_al_2016_Reticulocyte_count	1	gwas
region_chr13_67270321_70150384	UKB_20127_Neuroticism_score	1	gwas
region_chr17_1269105_2025437	Astle_et_al_2016_Granulocyte_count	1	gwas
region_chr17_38653091_40721152	Astle_et_al_2016_Monocyte_count	1	gwas
region_chr17_44979537_47798656	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	gwas
region_chr2_10133_1777250	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	gwas
region_chr6_127219316_129539886	UKB_50_Standing_height	1	gwas
region_chr16_63657685_65904663	UKB_23099_Body_fat_percentage	1	gwas
region_chr2_55976210_57201965	UKB_50_Standing_height	1	gwas
region_chr3_122255250_123798921	UKB_23099_Body_fat_percentage	1	gwas
region_chr4_129670730_130362666	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr4_700926_1476986	Astle_et_al_2016_White_blood_cell_count	1	gwas
region_chr8_127646866_129368893	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	gwas
region_chr8_4622954_5289405	UKB_20127_Neuroticism_score	1	gwas
region_chr19_13360313_14375535	Astle_et_al_2016_White_blood_cell_count	1	gwas
region_chr3_140235755_141620255	Astle_et_al_2016_Neutrophil_count	1	gwas
region_chr4_4682389_5500661	GIANT_HEIGHT	1	gwas
region_chr6_26791023_28050041	Astle_et_al_2016_Granulocyte_count	1	gwas
region_chr7_44724229_45913323	Astle_et_al_2016_Myeloid_white_cell_count	1	gwas
region_chr8_4622954_5289405	UKB_23099_Body_fat_percentage	1	gwas
region_chr11_70855_1192365	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	gwas
region_chr15_80568637_83591716	GIANT_HEIGHT	1	gwas
region_chr17_18953007_21387045	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr18_42312683_45342141	UKB_23099_Body_fat_percentage	1	gwas
region_chr19_43358303_44239955	GIANT_HEIGHT	1	gwas
region_chr5_78327508_80097321	Astle_et_al_2016_Platelet_count	1	gwas
region_chr7_2732593_4533797	UKB_20022_Birth_weight	1	gwas
region_chr8_9783277_10605687	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr12_69432762_70564207	Astle_et_al_2016_Monocyte_count	1	gwas
region_chr15_66802429_68725660	Astle_et_al_2016_Eosinophil_counts	1	gwas
region_chr1_118296444_148907004	UKB_50_Standing_height	1	gwas
region_chr20_60986668_62670503	GIANT_HEIGHT	1	gwas
region_chr22_19924835_22002927	Astle_et_al_2016_White_blood_cell_count	1	gwas
region_chr2_227255126_228506071	UKB_23099_Body_fat_percentage	1	gwas
region_chr2_98378738_101205867	Astle_et_al_2016_Red_blood_cell_count	1	gwas
region_chr3_42498510_45123661	UKB_23099_Body_fat_percentage	1	gwas
region_chr4_80069143_81204161	UKB_50_Standing_height	1	gwas
region_chr6_29770194_30830391	UKB_23099_Body_fat_percentage	1	gwas
region_chr7_73920272_76829247	UKB_23099_Body_fat_percentage	1	gwas
region_chr8_58815541_61416540	pgc.scz2	1	gwas
region_chr12_12580594_15088550	SSGAC_Education_Years_Pooled	1	gwas
region_chr15_73336373_76106283	GIANT_HEIGHT	1	gwas
region_chr16_29025292_31371622	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	gwas
region_chr17_44979537_47798656	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	gwas
region_chr1_166491280_169117086	UKB_6152_8_diagnosed_by_doctor_Asthma	1	gwas
region_chr1_201620847_203365606	Astle_et_al_2016_Red_blood_cell_count	1	gwas
region_chr5_56121522_57325275	UKB_20002_1065_self_reported_hypertension	1	gwas
region_chr9_81596318_82825886	UKB_50_Standing_height	1	gwas
region_chr10_68436234_70461094	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	1	gwas
region_chr10_98908643_101189482	Astle_et_al_2016_Monocyte_count	1	gwas
region_chr14_35390387_38198520	BCAC_ER_negative_BreastCancer_EUR	1	gwas
region_chr16_18632285_20139249	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr16_84412277_85115079	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	gwas
region_chr18_32684103_34200103	UKB_1180_Morning_or_evening_person_chronotype	1	gwas
region_chr19_9127717_11173352	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	gwas
region_chr1_7187275_9305140	Astle_et_al_2016_Granulocyte_count	1	gwas
region_chr4_15145822_15925386	Astle_et_al_2016_Red_blood_cell_count	1	gwas
region_chr6_166611245_167642155	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	gwas
region_chr6_45438826_47344162	UKB_50_Standing_height	1	gwas
region_chr7_36173929_37515581	Astle_et_al_2016_Eosinophil_counts	1	gwas
region_chr8_125398675_127646866	UKB_20002_1473_self_reported_high_cholesterol	1	gwas
region_chr13_26710225_28683414	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr4_73726673_76209554	Astle_et_al_2016_White_blood_cell_count	1	gwas
region_chr6_28949831_29770194	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	1	gwas
region_chr6_89263333_91133478	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	gwas
region_chr12_101468912_102571208	Astle_et_al_2016_Lymphocyte_counts	1	gwas
region_chr1_34334157_37083582	Astle_et_al_2016_Granulocyte_count	1	gwas
region_chr2_18466157_19492643	UKB_50_Standing_height	1	gwas
region_chr3_114229016_115728233	GIANT_HEIGHT	1	gwas
region_chr3_51797999_54047363	Astle_et_al_2016_Reticulocyte_count	1	gwas
region_chr6_160159465_161748532	UKB_1807_Fathers_age_at_death	1	gwas
region_chr7_46947122_49172682	Astle_et_al_2016_Myeloid_white_cell_count	1	gwas
region_chr8_7295557_9297184	UKB_1160_Sleep_duration	1	gwas
region_chr10_61581937_64034354	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	gwas
region_chr12_48608083_51382710	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr17_55522071_57280180	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	1	gwas
region_chr19_43358303_44239955	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	gwas
region_chr20_38281128_39808119	pgc.scz2	1	gwas
region_chr2_180448012_181401304	Astle_et_al_2016_Lymphocyte_counts	1	gwas
region_chr2_26672117_28375910	Astle_et_al_2016_Neutrophil_count	1	gwas
region_chr3_16240935_17849626	RA_OKADA_TRANS_ETHNIC	1	gwas
region_chr4_173342981_175649565	BCAC_Overall_BreastCancer_EUR	1	gwas
region_chr6_149932268_151591568	UKB_20002_1065_self_reported_hypertension	1	gwas
region_chr7_130737653_133121089	UKB_20002_1065_self_reported_hypertension	1	gwas
region_chr8_139713400_141963553	SSGAC_Education_Years_Pooled	1	gwas
region_chr13_109162764_110579726	CARDIoGRAM_C4D_CAD_ADDITIVE	1	gwas
region_chr13_29909130_31727678	UKB_23099_Body_fat_percentage	1	gwas
region_chr15_97487680_98700830	UKB_20022_Birth_weight	1	gwas
region_chr6_29770194_30830391	Astle_et_al_2016_Platelet_count	1	gwas
region_chr14_93858939_95284530	GIANT_HEIGHT	1	gwas
region_chr1_158057622_159943258	Astle_et_al_2016_Monocyte_count	1	gwas
region_chr1_93070902_94040635	Astle_et_al_2016_Eosinophil_counts	1	gwas
region_chr21_33853161_35152076	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	gwas
region_chr2_102072305_102971757	IBD.EUR.Inflammatory_Bowel_Disease	1	gwas
region_chr2_166499460_169111726	Astle_et_al_2016_Neutrophil_count	1	gwas
region_chr10_102620653_104935290	Astle_et_al_2016_Reticulocyte_count	1	gwas
region_chr13_18445873_20112581	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr16_85115079_86122993	Astle_et_al_2016_Granulocyte_count	1	gwas
region_chr16_86122993_86781805	UKB_50_Standing_height	1	gwas
region_chr19_33772047_35978393	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	gwas
region_chr2_43082452_44086664	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	gwas
region_chr4_80069143_81204161	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	1	gwas
region_chr6_165173375_166611245	GIANT_HEIGHT	1	gwas
region_chr6_28949831_29770194	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	gwas
region_chr7_73920272_76829247	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr8_24817205_25625938	GIANT_HEIGHT	1	gwas
region_chr9_114257521_115159681	IBD.EUR.Ulcerative_Colitis	1	gwas
region_chr9_28224285_28811586	UKB_23099_Body_fat_percentage	1	gwas
region_chr14_104535386_105874495	Astle_et_al_2016_Platelet_count	1	gwas
region_chr16_74937605_75944056	UKB_50_Standing_height	1	gwas
region_chr5_173251324_174215868	UKB_50_Standing_height	1	gwas
region_chr6_24852047_25684359	Astle_et_al_2016_Myeloid_white_cell_count	1	gwas
region_chr6_25684359_26791023	pgc.scz2	1	gwas
region_chr7_49172682_51607626	UKB_1180_Morning_or_evening_person_chronotype	1	gwas
region_chr10_101189482_102620653	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	gwas
region_chr11_59013076_62456299	MAGIC_FastingGlucose	1	gwas
region_chr12_23667700_25218149	GIANT_HEIGHT	1	gwas
region_chr2_102072305_102971757	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	gwas
region_chr4_102300199_104384137	UKB_20002_1065_self_reported_hypertension	1	gwas
region_chr8_29470379_31276213	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr10_86177820_87367307	UKB_23099_Body_fat_percentage	1	gwas
region_chr11_121305234_122721202	Astle_et_al_2016_Lymphocyte_counts	1	gwas
region_chr11_70855_1192365	Astle_et_al_2016_Platelet_count	1	gwas
region_chr12_44631_971165	UKB_23099_Body_fat_percentage	1	gwas
region_chr16_48974015_52001911	UKB_20002_1462_self_reported_crohns_disease	1	gwas
region_chr2_43082452_44086664	Astle_et_al_2016_Myeloid_white_cell_count	1	gwas
region_chr3_10977979_13029299	Astle_et_al_2016_Eosinophil_counts	1	gwas
region_chr4_2841252_3844313	UKB_50_Standing_height	1	gwas
region_chr8_74532829_75544307	BCAC_ER_negative_BreastCancer_EUR	1	gwas
region_chr9_136047132_136605890	Astle_et_al_2016_Myeloid_white_cell_count	1	gwas
region_chr19_41625199_43358303	GIANT_HEIGHT	1	gwas
region_chr19_44239955_45599439	CARDIoGRAM_C4D_CAD_ADDITIVE	1	gwas
region_chr1_44503511_46433829	Astle_et_al_2016_Neutrophil_count	1	gwas
region_chr1_76262450_79195513	UKB_1180_Morning_or_evening_person_chronotype	1	gwas
region_chr2_162647041_163610128	UKB_50_Standing_height	1	gwas
region_chr3_185350467_187172556	UKB_1180_Morning_or_evening_person_chronotype	1	gwas
region_chr8_75544307_78220626	UKB_23099_Body_fat_percentage	1	gwas
region_chr12_51382710_52645220	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	gwas
region_chr21_40017600_41901419	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr22_29255810_31043932	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	gwas
region_chr22_40149793_42294812	UKB_1180_Morning_or_evening_person_chronotype	1	gwas
region_chr2_170369735_172274177	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	gwas
region_chr8_9297184_9783277	UKB_20002_1065_self_reported_hypertension	1	gwas
region_chr13_46856944_48809826	UKB_50_Standing_height	1	gwas
region_chr1_114331223_115337972	UKB_20002_1065_self_reported_hypertension	1	gwas
region_chr1_23594100_25190354	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	gwas
region_chr4_73726673_76209554	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	gwas
region_chr11_116512631_117876395	Astle_et_al_2016_Reticulocyte_count	1	gwas
region_chr12_25218149_27646840	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	gwas
region_chr8_133557758_135023362	UKB_50_Standing_height	1	gwas
region_chr9_106536473_107932781	GIANT_HEIGHT	1	gwas
region_chr10_19427949_22483354	UKB_23099_Body_fat_percentage	1	gwas
region_chr11_112588765_114387006	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	gwas
region_chr15_64812469_66802429	GIANT_HEIGHT	1	gwas
region_chr18_46719283_48413361	GIANT_HEIGHT	1	gwas
region_chr2_174724201_176498908	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	gwas
region_chr3_181793378_184051895	UKB_23099_Body_fat_percentage	1	gwas
region_chr5_57325275_58044246	UKB_20022_Birth_weight	1	gwas
region_chr10_22886203_25289667	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	gwas
region_chr12_55272053_57155077	Astle_et_al_2016_Platelet_count	1	gwas
region_chr17_59410151_61235394	Astle_et_al_2016_Monocyte_count	1	gwas
region_chr1_184626379_186840891	UKB_23099_Body_fat_percentage	1	gwas
region_chr1_93070902_94040635	Astle_et_al_2016_Monocyte_count	1	gwas
region_chr21_37339402_39110976	Astle_et_al_2016_Neutrophil_count	1	gwas
region_chr21_37339402_39110976	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	gwas
region_chr6_31603441_32714887	Astle_et_al_2016_Reticulocyte_count	1	gwas
region_chr6_96645635_97394408	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr15_68725660_69841002	UKB_20002_1065_self_reported_hypertension	1	gwas
region_chr17_69862629_71391676	UKB_50_Standing_height	1	gwas
region_chr20_44051536_46210417	RA_OKADA_TRANS_ETHNIC	1	gwas
region_chr21_33853161_35152076	Astle_et_al_2016_Platelet_count	1	gwas
region_chr2_146519594_149353778	UKB_21001_Body_mass_index_BMI	1	gwas
region_chr5_173251324_174215868	Astle_et_al_2016_Myeloid_white_cell_count	1	gwas
region_chr5_982137_2132328	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	gwas
region_chr6_28949831_29770194	Astle_et_al_2016_Neutrophil_count	1	gwas
region_chr6_28949831_29770194	UKB_21001_Body_mass_index_BMI	1	gwas
