phenotype	gene	gene_name	pvalue	rcp
Astle_et_al_2016_Granulocyte_count	ENSG00000120889.12	TNFRSF10B	8.5348787691632e-07	0.871
Astle_et_al_2016_Granulocyte_count	ENSG00000136630.12	HLX	9.93882245181734e-07	0.711
Astle_et_al_2016_Granulocyte_count	ENSG00000127337.6	YEATS4	1.02630485284614e-06	0.745
Astle_et_al_2016_Granulocyte_count	ENSG00000005844.17	ITGAL	1.14350317480846e-06	0.945
Astle_et_al_2016_Granulocyte_count	ENSG00000182566.13	CLEC4G	1.18359703091669e-06	0.816
Astle_et_al_2016_Granulocyte_count	ENSG00000219626.8	FAM228B	1.21532927292893e-06	0.518
Astle_et_al_2016_Granulocyte_count	ENSG00000170004.16	CHD3	1.2342730532716e-06	0.633
Astle_et_al_2016_Granulocyte_count	ENSG00000272902.2	TBC1D8-AS1	1.2738780534916e-06	0.57
Astle_et_al_2016_Granulocyte_count	ENSG00000090659.17	CD209	1.28191561174634e-06	0.775
Astle_et_al_2016_Granulocyte_count	ENSG00000182511.11	FES	1.54197662083236e-06	0.67
Astle_et_al_2016_Granulocyte_count	ENSG00000156398.12	SFXN2	1.64094353021373e-06	0.963
Astle_et_al_2016_Granulocyte_count	ENSG00000213918.10	DNASE1	1.76048490403378e-06	0.715
Astle_et_al_2016_Granulocyte_count	ENSG00000180871.7	CXCR2	1.94992168860651e-06	0.995
Astle_et_al_2016_Granulocyte_count	ENSG00000138111.14	MFSD13A	2.02656235137623e-06	0.829
Astle_et_al_2016_Granulocyte_count	ENSG00000141639.11	MAPK4	2.0531616752472e-06	0.907
Astle_et_al_2016_Granulocyte_count	ENSG00000215041.9	NEURL4	2.13570062921596e-06	0.943
Astle_et_al_2016_Granulocyte_count	ENSG00000198089.15	SFI1	2.17118439809595e-06	0.539
Astle_et_al_2016_Granulocyte_count	ENSG00000172757.12	CFL1	2.21071266063768e-06	0.856
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000088826.17	SMOX	6.05561818355891e-262	0.973
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000099256.18	PRTFDC1	4.12520266655254e-183	0.903
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000214706.10	IFRD2	1.09874585490378e-160	0.999
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000197256.10	KANK2	5.69709748562139e-149	0.701
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000152684.10	PELO	5.62640056746413e-125	0.986
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000213949.8	ITGA1	1.26000057422081e-115	0.966
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000111786.8	SRSF9	2.23390737706005e-85	0.537
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000167272.10	POP5	2.70067597247916e-85	0.708
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000186792.16	HYAL3	8.2182006096232e-81	0.993
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000243477.5	NAT6	4.32411885354375e-75	0.994
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000204619.7	PPP1R11	2.86399949606426e-66	0.999
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000204616.10	TRIM31	5.96434757038137e-64	0.885
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000119778.14	ATAD2B	8.03304874526467e-59	0.536
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000173221.13	GLRX	7.66063793233735e-53	0.892
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000235169.7	SMIM1	8.24560498613086e-47	1
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000130764.9	LRRC47	2.40316647681643e-45	0.983
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000113742.12	CPEB4	1.24787756370998e-42	0.976
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000068745.14	IP6K2	6.54851202374451e-42	1
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000236320.3	SLFN14	5.06662971139522e-36	0.541
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000076864.19	RAP1GAP	1.11066681528239e-33	0.983
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000251409.1	AC008592.4	5.77573540089093e-32	0.862
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000136261.14	BZW2	4.24054097925311e-30	0.693
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000129353.14	SLC44A2	5.61075262398446e-30	0.712
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000173065.13	FAM222B	8.24025152144185e-29	0.743
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000132591.11	ERAL1	6.38161769555426e-27	0.786
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000183508.4	FAM46C	1.21550512954883e-26	0.899
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000029534.19	ANK1	6.11040039968695e-25	0.544
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000141543.9	EIF4A3	8.11554931863921e-24	0.99
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000130656.4	HBZ	3.62801976251572e-22	0.998
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000133069.15	TMCC2	3.13726748073878e-21	0.766
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000100804.18	PSMB5	2.33415760186119e-20	0.954
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000088727.12	KIF9	4.50517274108672e-20	0.735
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000175931.12	UBE2O	5.47496977941559e-20	0.872
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000087074.7	PPP1R15A	8.51828547644005e-20	0.901
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000103335.21	PIEZO1	4.48222391104442e-19	0.981
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000133059.16	DSTYK	2.21027070704419e-18	0.675
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000275479.1	RP11-334C17.6	3.83093239257546e-18	0.731
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000112339.14	HBS1L	5.21067092003213e-18	0.895
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000176170.13	SPHK1	5.23761470712049e-18	0.557
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000115657.12	ABCB6	6.86284698991742e-18	0.929
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000118514.13	ALDH8A1	8.43549235230387e-18	0.509
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000232629.8	HLA-DQB2	1.47934913818738e-17	0.596
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000270761.1	RP11-385F7.1	1.41619489461459e-16	0.69
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000132819.16	RBM38	1.51644906394645e-16	0.916
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000112576.12	CCND3	1.97706891360212e-16	0.627
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000172977.12	KAT5	4.01834182139364e-16	0.58
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000172922.8	RNASEH2C	5.36233768122128e-16	0.989
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000149212.11	SESN3	6.71839563412262e-16	0.996
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000089327.14	FXYD5	8.66284153905096e-16	0.978
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000112578.9	BYSL	9.21651993917883e-16	0.652
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000188536.12	HBA2	1.07512274714572e-15	0.566
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000213445.9	SIPA1	1.97117900052892e-15	0.987
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000206177.6	HBM	4.66800787822712e-15	0.63
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000198087.7	CD2AP	6.65043091626851e-15	0.602
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000165895.17	ARHGAP42	2.70838828190618e-14	0.955
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000257086.1	RP11-783K16.13	3.31612386480433e-14	0.575
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000198604.10	BAZ1A	3.50452761302106e-14	0.841
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000149782.11	PLCB3	3.84812422261632e-14	0.552
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000110696.9	C11orf58	1.06571340624837e-13	0.665
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000009950.15	MLXIPL	1.31238188281536e-13	0.941
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000100802.14	C14orf93	1.57132992084055e-13	0.886
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000130203.9	APOE	1.65093755568315e-13	0.882
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000185651.14	UBE2L3	3.00621598624892e-13	0.667
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000111142.13	METAP2	4.28918000993367e-13	0.877
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000248538.6	RP11-10A14.5	4.90116729806798e-13	0.809
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000128487.16	SPECC1	8.84368323757794e-13	0.955
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000157734.13	SNX22	1.38885444666729e-12	0.919
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000188566.13	NDOR1	1.53670795813438e-12	1
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000092036.18	HAUS4	1.72079584104689e-12	0.935
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000170647.3	TMEM133	1.88034476572906e-12	0.954
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000153094.22	BCL2L11	3.30143287348485e-12	0.673
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000166532.15	RIMKLB	8.13047451955985e-12	0.763
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000273342.1	KB-1440D3.14	1.41293611573961e-11	0.516
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000117305.14	HMGCL	1.66217306404798e-11	0.612
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000161180.10	CCDC116	1.95024736128757e-11	0.563
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000137073.21	UBAP2	3.20463367818895e-11	0.796
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000137198.9	GMPR	3.39722738858311e-11	0.877
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000057757.9	PITHD1	5.96497127778775e-11	0.663
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000258839.3	MC1R	8.06373441379323e-11	0.726
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000176658.16	MYO1D	8.95586750137047e-11	0.829
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000110395.6	CBL	1.29772588807856e-10	0.665
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000212864.3	RNF208	1.92583622400114e-10	0.835
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000141002.19	TCF25	2.04653271624235e-10	0.986
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000132763.14	MMACHC	2.34532485422417e-10	0.726
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000241163.7	LINC00877	2.39499969756223e-10	0.71
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000117448.13	AKR1A1	4.18167333180195e-10	0.791
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000022567.9	SLC45A4	5.77676896409235e-10	0.86
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000070759.16	TESK2	8.42212846431881e-10	0.58
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000063015.19	SEZ6	9.02200771936288e-10	0.683
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000136531.15	SCN2A	9.96014684421109e-10	0.784
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000152242.10	C18orf25	1.0297562069658e-09	0.638
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000105974.11	CAV1	1.10114357746226e-09	0.98
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000249790.2	RP11-20D14.6	1.17226783486043e-09	0.54
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000105559.11	PLEKHA4	1.46138022399981e-09	0.581
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000164879.6	CA3	1.85961070285461e-09	0.675
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000125459.14	MSTO1	1.93922201477453e-09	0.907
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000166165.12	CKB	3.21281167872926e-09	0.837
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000133742.13	CA1	3.27840475066833e-09	0.604
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000168591.15	TMUB2	3.75903780416872e-09	0.812
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000166228.8	PCBD1	5.09223205455988e-09	0.88
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000206344.7	HCG27	7.60391314426969e-09	0.6
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000198569.9	SLC34A3	1.59793077319755e-08	0.76
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000165424.6	ZCCHC24	1.63701344625245e-08	0.81
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000089902.9	RCOR1	1.642380214058e-08	0.543
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000101162.3	TUBB1	1.66101435377906e-08	0.929
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000166166.12	TRMT61A	1.69525639908204e-08	0.536
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000248712.7	CCDC153	1.83936024011163e-08	0.628
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000079950.13	STX7	2.15177586406904e-08	0.97
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000108179.13	PPIF	2.78088874056405e-08	0.675
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000261211.1	RP1-80N2.3	3.72114234171174e-08	0.979
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000133114.17	GPALPP1	5.83261558732583e-08	0.726
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000086666.18	ZFAND6	7.13759548493613e-08	0.784
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000197993.7	KEL	1.00025566044374e-07	0.998
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000214711.9	CAPN14	1.00198443242667e-07	0.755
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000076108.11	BAZ2A	1.04684272492601e-07	0.512
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000176058.11	TPRN	1.07371334036862e-07	0.697
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000158805.11	ZNF276	1.09136532194097e-07	0.992
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000164442.9	CITED2	1.81260982392565e-07	0.81
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000198756.10	COLGALT2	1.8902314181792e-07	0.855
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000124614.13	RPS10	2.30584928328335e-07	0.797
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000106100.10	NOD1	2.356876341792e-07	0.788
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000106327.12	TFR2	2.86850009551637e-07	0.756
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000197375.12	SLC22A5	3.78644622949277e-07	0.685
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000170852.10	KBTBD2	4.04128141809518e-07	0.933
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000072274.12	TFRC	4.11543068487438e-07	0.773
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000087157.18	PGS1	4.31041411516091e-07	0.749
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000272666.1	CTA-384D8.35	4.7288682480591e-07	0.768
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000013016.15	EHD3	5.64163727307226e-07	0.885
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000085117.11	CD82	5.68458688148702e-07	0.904
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000266970.1	RP11-806H10.4	6.59201158394704e-07	0.783
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000144749.13	LRIG1	6.84439466380296e-07	0.66
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000272325.1	NUDT3	6.92414931455667e-07	0.536
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000172244.8	C5orf34	7.04402963229522e-07	0.566
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000130749.9	ZC3H4	7.23153807218534e-07	0.59
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000150637.8	CD226	7.83736756975572e-07	0.623
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000110958.15	PTGES3	8.47892643198655e-07	0.653
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000100335.13	MIEF1	1.0558943402265e-06	0.653
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000198945.7	L3MBTL3	1.17684782670345e-06	0.837
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000087076.8	HSD17B14	1.18158922744348e-06	0.948
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000236028.1	RP11-323C15.2	1.25022577730106e-06	0.759
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000141568.20	FOXK2	1.25831364188298e-06	0.675
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000128274.15	A4GALT	1.40940046787397e-06	0.771
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000077420.15	APBB1IP	1.58244402491402e-06	0.773
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000198089.15	SFI1	1.59565552143939e-06	0.68
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000128272.14	ATF4	1.71287943849436e-06	0.857
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000125861.14	GFRA4	1.79941246648499e-06	0.865
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000058063.15	ATP11B	1.86718102506594e-06	0.698
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000197653.15	DNAH10	2.02306702710603e-06	0.569
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ENSG00000214193.10	SH3D21	2.03624200310161e-06	0.979
Astle_et_al_2016_Lymphocyte_counts	ENSG00000127527.13	EPS15L1	2.41684484459968e-112	0.754
Astle_et_al_2016_Lymphocyte_counts	ENSG00000204438.10	GPANK1	4.18529728484188e-106	0.86
Astle_et_al_2016_Lymphocyte_counts	ENSG00000204444.10	APOM	2.53284092801229e-100	0.91
Astle_et_al_2016_Lymphocyte_counts	ENSG00000204463.12	BAG6	3.51668330430053e-88	0.854
Astle_et_al_2016_Lymphocyte_counts	ENSG00000110848.8	CD69	4.38988060966038e-86	0.577
Astle_et_al_2016_Lymphocyte_counts	ENSG00000213719.8	CLIC1	2.22764160760723e-82	0.506
Astle_et_al_2016_Lymphocyte_counts	ENSG00000244731.7	C4A	1.16632582611608e-73	0.616
Astle_et_al_2016_Lymphocyte_counts	ENSG00000005844.17	ITGAL	3.37181275659004e-57	0.788
Astle_et_al_2016_Lymphocyte_counts	ENSG00000256433.2	RP1-102E24.8	1.96839438286581e-51	0.995
Astle_et_al_2016_Lymphocyte_counts	ENSG00000184357.4	HIST1H1B	1.26375665645077e-41	0.588
Astle_et_al_2016_Lymphocyte_counts	ENSG00000119778.14	ATAD2B	4.48575887795016e-38	0.575
Astle_et_al_2016_Lymphocyte_counts	ENSG00000111321.10	LTBR	3.0586834693726e-35	0.949
Astle_et_al_2016_Lymphocyte_counts	ENSG00000104432.13	IL7	3.37423047342624e-30	0.651
Astle_et_al_2016_Lymphocyte_counts	ENSG00000104427.11	ZC2HC1A	1.3473355808559e-29	0.692
Astle_et_al_2016_Lymphocyte_counts	ENSG00000105376.4	ICAM5	5.11083747219572e-29	0.88
Astle_et_al_2016_Lymphocyte_counts	ENSG00000075884.13	ARHGAP15	1.47240657912454e-27	0.763
Astle_et_al_2016_Lymphocyte_counts	ENSG00000154127.9	UBASH3B	2.78327844211905e-26	0.82
Astle_et_al_2016_Lymphocyte_counts	ENSG00000152518.7	ZFP36L2	1.02652338135344e-22	0.945
Astle_et_al_2016_Lymphocyte_counts	ENSG00000161180.10	CCDC116	9.642422072784e-22	0.545
Astle_et_al_2016_Lymphocyte_counts	ENSG00000136286.14	MYO1G	1.01058659561362e-21	0.745
Astle_et_al_2016_Lymphocyte_counts	ENSG00000273342.1	KB-1440D3.14	3.81336075101364e-21	0.531
Astle_et_al_2016_Lymphocyte_counts	ENSG00000140575.12	IQGAP1	5.23126690279095e-19	0.741
Astle_et_al_2016_Lymphocyte_counts	ENSG00000146109.4	ABT1	6.20754041590541e-19	0.526
Astle_et_al_2016_Lymphocyte_counts	ENSG00000128342.4	LIF	2.91760127736993e-18	0.737
Astle_et_al_2016_Lymphocyte_counts	ENSG00000220201.7	ZGLP1	7.01635667925378e-18	0.799
Astle_et_al_2016_Lymphocyte_counts	ENSG00000025156.12	HSF2	1.93362899022469e-17	0.815
Astle_et_al_2016_Lymphocyte_counts	ENSG00000279873.2	LINC01126	2.1220660566715e-17	0.791
Astle_et_al_2016_Lymphocyte_counts	ENSG00000232956.8	SNHG15	2.51025277353287e-17	0.677
Astle_et_al_2016_Lymphocyte_counts	ENSG00000103187.7	COTL1	2.71259708211618e-17	0.969
Astle_et_al_2016_Lymphocyte_counts	ENSG00000064012.21	CASP8	4.48902400020313e-17	0.869
Astle_et_al_2016_Lymphocyte_counts	ENSG00000155749.12	ALS2CR12	5.24342323046414e-17	0.779
Astle_et_al_2016_Lymphocyte_counts	ENSG00000180448.10	ARHGAP45	6.18199499955047e-17	0.935
Astle_et_al_2016_Lymphocyte_counts	ENSG00000180549.7	FUT7	8.55532242590513e-17	0.874
Astle_et_al_2016_Lymphocyte_counts	ENSG00000081237.18	PTPRC	1.63530885581621e-16	0.507
Astle_et_al_2016_Lymphocyte_counts	ENSG00000172057.9	ORMDL3	2.2479184166927e-16	0.614
Astle_et_al_2016_Lymphocyte_counts	ENSG00000135549.14	PKIB	2.50932546709319e-16	0.688
Astle_et_al_2016_Lymphocyte_counts	ENSG00000260286.3	C6orf229	9.64198873064493e-16	0.834
Astle_et_al_2016_Lymphocyte_counts	ENSG00000112339.14	HBS1L	9.90982319120377e-16	0.53
Astle_et_al_2016_Lymphocyte_counts	ENSG00000111897.6	SERINC1	1.6605997938001e-15	0.524
Astle_et_al_2016_Lymphocyte_counts	ENSG00000151327.12	FAM177A1	2.90092566445744e-15	0.727
Astle_et_al_2016_Lymphocyte_counts	ENSG00000196391.10	ZNF774	3.90098634632721e-15	0.52
Astle_et_al_2016_Lymphocyte_counts	ENSG00000107331.16	ABCA2	4.85004009430701e-15	0.587
Astle_et_al_2016_Lymphocyte_counts	ENSG00000141480.17	ARRB2	7.19658762039503e-15	0.685
Astle_et_al_2016_Lymphocyte_counts	ENSG00000142230.11	SAE1	1.45014670846866e-14	0.867
Astle_et_al_2016_Lymphocyte_counts	ENSG00000165923.15	AGBL2	2.22655791982118e-14	0.504
Astle_et_al_2016_Lymphocyte_counts	ENSG00000030066.13	NUP160	3.02261963515718e-14	0.862
Astle_et_al_2016_Lymphocyte_counts	ENSG00000180370.10	PAK2	6.16691237544027e-14	0.695
Astle_et_al_2016_Lymphocyte_counts	ENSG00000109919.9	MTCH2	6.90647689905809e-14	0.796
Astle_et_al_2016_Lymphocyte_counts	ENSG00000099256.18	PRTFDC1	1.42214427115021e-13	0.811
Astle_et_al_2016_Lymphocyte_counts	ENSG00000263264.1	CTB-133G6.1	1.51977543990448e-13	0.996
